order_id,branch_id,branch_name,city,menu_id,menu_name,category,quantity,price,cogs,revenue,margin,order_date,month,margin_pct
382,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,1,15000,7000,15000,8000,2024-08-23,2024-08,53.333333333333336
383,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,10,25000,10000,250000,150000,2024-08-07,2024-08,60.0
384,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,7,15000,7000,105000,56000,2024-05-28,2024-05,53.333333333333336
385,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,1,15000,7000,15000,8000,2024-06-15,2024-06,53.333333333333336
386,2,Gacoan Malang Sulfat,Malang,5,Es Teh Jumbo,Minuman,8,8000,3000,64000,40000,2024-12-19,2024-12,62.5
387,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,7,18000,8000,126000,70000,2024-02-24,2024-02,55.55555555555556
388,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,10,15000,7000,150000,80000,2024-07-24,2024-07,53.333333333333336
389,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,7,18000,8000,126000,70000,2024-06-07,2024-06,55.55555555555556
390,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,6,22000,9000,132000,78000,2024-03-27,2024-03,59.09090909090909
391,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,2,8000,3000,16000,10000,2024-09-28,2024-09,62.5
392,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,6,22000,9000,132000,78000,2024-06-28,2024-06,59.09090909090909
393,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-03-15,2024-03,59.09090909090909
394,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,3,22000,9000,66000,39000,2024-11-04,2024-11,59.09090909090909
395,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,3,18000,8000,54000,30000,2024-11-17,2024-11,55.55555555555556
396,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,10,15000,7000,150000,80000,2024-10-23,2024-10,53.333333333333336
397,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,10,8000,3000,80000,50000,2024-06-14,2024-06,62.5
398,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-02-04,2024-02,59.09090909090909
399,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,5,15000,7000,75000,40000,2024-05-20,2024-05,53.333333333333336
400,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,6,18000,8000,108000,60000,2024-09-16,2024-09,55.55555555555556
401,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,8,25000,10000,200000,120000,2024-08-19,2024-08,60.0
402,1,Gacoan Malang Soekarno Hatta,Malang,1,Mie Hompimpa,Mie,6,18000,8000,108000,60000,2024-05-26,2024-05,55.55555555555556
403,1,Gacoan Malang Soekarno Hatta,Malang,1,Mie Hompimpa,Mie,10,18000,8000,180000,100000,2024-10-31,2024-10,55.55555555555556
404,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,8,15000,7000,120000,64000,2024-10-24,2024-10,53.333333333333336
405,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,8,18000,8000,144000,80000,2024-10-19,2024-10,55.55555555555556
406,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,10,25000,10000,250000,150000,2024-08-31,2024-08,60.0
407,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,1,22000,9000,22000,13000,2024-08-18,2024-08,59.09090909090909
408,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-09-15,2024-09,60.0
409,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,4,18000,8000,72000,40000,2024-12-28,2024-12,55.55555555555556
410,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,9,15000,7000,135000,72000,2024-09-24,2024-09,53.333333333333336
411,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,6,22000,9000,132000,78000,2024-07-09,2024-07,59.09090909090909
412,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,7,15000,7000,105000,56000,2024-06-22,2024-06,53.333333333333336
413,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,6,18000,8000,108000,60000,2024-02-03,2024-02,55.55555555555556
414,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,9,18000,8000,162000,90000,2024-12-13,2024-12,55.55555555555556
415,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,5,25000,10000,125000,75000,2024-12-02,2024-12,60.0
416,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,6,22000,9000,132000,78000,2024-02-11,2024-02,59.09090909090909
417,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,6,22000,9000,132000,78000,2024-06-07,2024-06,59.09090909090909
418,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,10,22000,9000,220000,130000,2024-12-28,2024-12,59.09090909090909
419,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,9,25000,10000,225000,135000,2024-07-11,2024-07,60.0
420,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,9,22000,9000,198000,117000,2024-02-17,2024-02,59.09090909090909
421,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,6,8000,3000,48000,30000,2024-01-10,2024-01,62.5
422,3,Gacoan Surabaya Gubeng,Surabaya,3,Mie Iblis,Mie,3,25000,10000,75000,45000,2024-04-19,2024-04,60.0
423,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,4,15000,7000,60000,32000,2024-04-25,2024-04,53.333333333333336
424,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-05-31,2024-05,59.09090909090909
425,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,9,8000,3000,72000,45000,2024-09-26,2024-09,62.5
426,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,10,25000,10000,250000,150000,2024-03-08,2024-03,60.0
427,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,3,15000,7000,45000,24000,2024-03-24,2024-03,53.333333333333336
428,2,Gacoan Malang Sulfat,Malang,5,Es Teh Jumbo,Minuman,3,8000,3000,24000,15000,2024-08-12,2024-08,62.5
429,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,6,15000,7000,90000,48000,2024-12-12,2024-12,53.333333333333336
430,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,10,15000,7000,150000,80000,2024-05-25,2024-05,53.333333333333336
431,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,9,22000,9000,198000,117000,2024-05-02,2024-05,59.09090909090909
432,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,4,15000,7000,60000,32000,2024-07-07,2024-07,53.333333333333336
433,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,8,15000,7000,120000,64000,2024-05-24,2024-05,53.333333333333336
434,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,9,8000,3000,72000,45000,2024-08-02,2024-08,62.5
435,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,10,22000,9000,220000,130000,2024-03-11,2024-03,59.09090909090909
436,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,8,18000,8000,144000,80000,2024-07-09,2024-07,55.55555555555556
437,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,9,18000,8000,162000,90000,2024-03-04,2024-03,55.55555555555556
438,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,3,18000,8000,54000,30000,2024-05-19,2024-05,55.55555555555556
439,4,Gacoan Surabaya Darmo,Surabaya,5,Es Teh Jumbo,Minuman,3,8000,3000,24000,15000,2024-08-11,2024-08,62.5
440,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-06-27,2024-06,59.09090909090909
441,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,1,15000,7000,15000,8000,2024-07-21,2024-07,53.333333333333336
442,5,Gacoan Jogja Seturan,Yogyakarta,3,Mie Iblis,Mie,4,25000,10000,100000,60000,2024-07-16,2024-07,60.0
443,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,4,25000,10000,100000,60000,2024-01-15,2024-01,60.0
444,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,6,18000,8000,108000,60000,2024-03-15,2024-03,55.55555555555556
445,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,5,18000,8000,90000,50000,2024-08-29,2024-08,55.55555555555556
446,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,8,15000,7000,120000,64000,2024-11-11,2024-11,53.333333333333336
447,1,Gacoan Malang Soekarno Hatta,Malang,1,Mie Hompimpa,Mie,1,18000,8000,18000,10000,2024-05-11,2024-05,55.55555555555556
448,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,9,22000,9000,198000,117000,2024-11-07,2024-11,59.09090909090909
449,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,2,15000,7000,30000,16000,2024-05-27,2024-05,53.333333333333336
450,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-01-25,2024-01,60.0
451,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,10,15000,7000,150000,80000,2024-08-22,2024-08,53.333333333333336
452,1,Gacoan Malang Soekarno Hatta,Malang,1,Mie Hompimpa,Mie,8,18000,8000,144000,80000,2024-11-01,2024-11,55.55555555555556
453,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,9,18000,8000,162000,90000,2024-10-21,2024-10,55.55555555555556
454,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,5,22000,9000,110000,65000,2024-08-07,2024-08,59.09090909090909
455,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,6,8000,3000,48000,30000,2024-05-03,2024-05,62.5
456,5,Gacoan Jogja Seturan,Yogyakarta,4,Dimsum Udang,Dimsum,3,15000,7000,45000,24000,2024-12-06,2024-12,53.333333333333336
457,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,6,8000,3000,48000,30000,2024-02-04,2024-02,62.5
458,5,Gacoan Jogja Seturan,Yogyakarta,5,Es Teh Jumbo,Minuman,9,8000,3000,72000,45000,2024-09-16,2024-09,62.5
459,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,7,18000,8000,126000,70000,2024-08-28,2024-08,55.55555555555556
460,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,6,15000,7000,90000,48000,2024-05-09,2024-05,53.333333333333336
461,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-06-25,2024-06,60.0
462,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,10,18000,8000,180000,100000,2024-06-19,2024-06,55.55555555555556
463,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,6,18000,8000,108000,60000,2024-10-06,2024-10,55.55555555555556
464,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-12-22,2024-12,59.09090909090909
465,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,3,22000,9000,66000,39000,2024-02-02,2024-02,59.09090909090909
466,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,5,18000,8000,90000,50000,2024-04-13,2024-04,55.55555555555556
467,1,Gacoan Malang Soekarno Hatta,Malang,2,Mie Setan,Mie,1,22000,9000,22000,13000,2024-06-10,2024-06,59.09090909090909
468,3,Gacoan Surabaya Gubeng,Surabaya,5,Es Teh Jumbo,Minuman,7,8000,3000,56000,35000,2024-10-05,2024-10,62.5
469,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,1,25000,10000,25000,15000,2024-11-27,2024-11,60.0
470,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,6,25000,10000,150000,90000,2024-01-25,2024-01,60.0
471,3,Gacoan Surabaya Gubeng,Surabaya,3,Mie Iblis,Mie,2,25000,10000,50000,30000,2024-07-07,2024-07,60.0
472,4,Gacoan Surabaya Darmo,Surabaya,4,Dimsum Udang,Dimsum,8,15000,7000,120000,64000,2024-07-16,2024-07,53.333333333333336
473,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-12-20,2024-12,59.09090909090909
474,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,9,25000,10000,225000,135000,2024-05-16,2024-05,60.0
475,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,2,15000,7000,30000,16000,2024-08-08,2024-08,53.333333333333336
476,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,9,22000,9000,198000,117000,2024-05-30,2024-05,59.09090909090909
477,3,Gacoan Surabaya Gubeng,Surabaya,1,Mie Hompimpa,Mie,2,18000,8000,36000,20000,2024-06-16,2024-06,55.55555555555556
478,3,Gacoan Surabaya Gubeng,Surabaya,3,Mie Iblis,Mie,8,25000,10000,200000,120000,2024-11-04,2024-11,60.0
479,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-06-28,2024-06,59.09090909090909
480,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,6,18000,8000,108000,60000,2024-11-10,2024-11,55.55555555555556
481,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,1,25000,10000,25000,15000,2024-02-08,2024-02,60.0
482,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,9,25000,10000,225000,135000,2024-12-13,2024-12,60.0
483,2,Gacoan Malang Sulfat,Malang,1,Mie Hompimpa,Mie,3,18000,8000,54000,30000,2024-11-07,2024-11,55.55555555555556
484,4,Gacoan Surabaya Darmo,Surabaya,1,Mie Hompimpa,Mie,3,18000,8000,54000,30000,2024-02-04,2024-02,55.55555555555556
485,2,Gacoan Malang Sulfat,Malang,3,Mie Iblis,Mie,6,25000,10000,150000,90000,2024-07-15,2024-07,60.0
486,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,10,18000,8000,180000,100000,2024-03-19,2024-03,55.55555555555556
487,4,Gacoan Surabaya Darmo,Surabaya,3,Mie Iblis,Mie,6,25000,10000,150000,90000,2024-08-15,2024-08,60.0
488,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,3,8000,3000,24000,15000,2024-09-28,2024-09,62.5
489,3,Gacoan Surabaya Gubeng,Surabaya,4,Dimsum Udang,Dimsum,6,15000,7000,90000,48000,2024-11-28,2024-11,53.333333333333336
490,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-01-14,2024-01,59.09090909090909
491,2,Gacoan Malang Sulfat,Malang,4,Dimsum Udang,Dimsum,9,15000,7000,135000,72000,2024-07-17,2024-07,53.333333333333336
492,5,Gacoan Jogja Seturan,Yogyakarta,1,Mie Hompimpa,Mie,5,18000,8000,90000,50000,2024-05-13,2024-05,55.55555555555556
493,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,10,22000,9000,220000,130000,2024-05-26,2024-05,59.09090909090909
494,4,Gacoan Surabaya Darmo,Surabaya,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-03-10,2024-03,59.09090909090909
495,1,Gacoan Malang Soekarno Hatta,Malang,4,Dimsum Udang,Dimsum,3,15000,7000,45000,24000,2024-08-15,2024-08,53.333333333333336
496,1,Gacoan Malang Soekarno Hatta,Malang,3,Mie Iblis,Mie,6,25000,10000,150000,90000,2024-12-29,2024-12,60.0
497,1,Gacoan Malang Soekarno Hatta,Malang,5,Es Teh Jumbo,Minuman,9,8000,3000,72000,45000,2024-05-28,2024-05,62.5
498,3,Gacoan Surabaya Gubeng,Surabaya,2,Mie Setan,Mie,3,22000,9000,66000,39000,2024-07-04,2024-07,59.09090909090909
499,5,Gacoan Jogja Seturan,Yogyakarta,2,Mie Setan,Mie,2,22000,9000,44000,26000,2024-04-12,2024-04,59.09090909090909
500,2,Gacoan Malang Sulfat,Malang,2,Mie Setan,Mie,8,22000,9000,176000,104000,2024-01-14,2024-01,59.09090909090909
